workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,item,order,response,rt,sentence,stimulus,time_elapsed,trial_index,trial_type,type,words,error
957,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[687, 3533, 748, 630, 1112, 531, 1279, 2011, 1002, 7167, 1193, 1583, 1764, 2006, 2248, 1735]","['x-x-x', 'adulthood', 'kids', 'oh', 'china', 'door', 'bye', 'wait', 'eat', 'reimbursed', 'whom', 'mom', 'card', 'rise', 'types', 'bill.']",0.0-6.0-0.2,6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",,"[687, 2708, 748, 630, 1112, 531, 1279, 2011, 1002, 6402, 1193, 1583, 1764, 2006, 2248, 1735]",The historian had to study the map with the appalling tear so as to value it.,,297474,10,maze,NP,"['The', 'historian', 'had', 'to', 'study', 'the', 'map', 'with', 'the', 'appalling', 'tear', 'so', 'as', 'to', 'value', 'it.']",
957,1,,,,0.0-7.0,,,,,,,298476,11,html-button-response,,,
957,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[4321, 2232, 2748, 1643, 1108, 1308, 1421, 1232, 701, 1267, 574, 1407, 1801, 2128, 1450, 746, 1103, 919, 1071, 1038, 2454]","['x-x-x', 'defections', 'fear', 'percent', 'buy', 'guy', 'yards', 'teams', 'hurt', 'deny', 'ways', 'inspires.', 'x-x-x', 'lot', 'card', 'lady', 'born', 'tomorrow', 'ask', 'died', 'relates.']",0.0-8.0-0.0,14,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",,"[4321, 2232, 1519, 1643, 1108, 1308, 1421, 1232, 701, 1267, 574, 1407, 1054, 2128, 1450, 746, 1103, 919, 1071, 1038, 2454]",A dressmaker was working on a dress using a pair of scissors. She had to cut some material for the pockets.,,331181,12,maze,setup,"['A', 'dressmaker', 'was', 'working', 'on', 'a', 'dress', 'using', 'a', 'pair', 'of', 'scissors.', 'She', 'had', 'to', 'cut', 'some', 'material', 'for', 'the', 'pockets.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1260, 1164, 534, 1335, 640, 1520, 1353, 1064, 907, 1372, 947, 1623, 1199, 760, 1270, 876, 2314, 2664, 782, 1467]","['x-x-x', 'fact', 'lake', 'shall', 'cold', 'universe', 'users', 'cash', 'spot', 'embassy', 'boys', 'want', 'jobs', 'rule', 'taxes', 'kids', 'outcome', 'rates', 'buy', 'quest.']",0.0-8.0-0.1,14,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",,"[1260, 1164, 534, 1335, 640, 1520, 1353, 1064, 907, 1372, 947, 1623, 1199, 760, 1270, 876, 2314, 2664, 782, 1467]",She had a piece of material which had a pattern on it and a piece of leather which was plain.,,356238,13,maze,1-context,"['She', 'had', 'a', 'piece', 'of', 'material', 'which', 'had', 'a', 'pattern', 'on', 'it', 'and', 'a', 'piece', 'of', 'leather', 'which', 'was', 'plain.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1251, 1696, 1677, 761, 1383, 760, 1663, 953, 844, 1142, 800, 933, 1180, 2312]","['x-x-x', 'locomotion', 'cool', 'ask', 'enjoying', 'sure', 'bet', 'educate', 'town', 'born', 'boys', 'date', 'plus', 'robin.']",0.0-8.0-0.2,14,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",,"[1251, 1696, 1677, 761, 1383, 760, 1663, 953, 844, 1142, 800, 933, 1180, 1430]",The dressmaker cut the material with the scissors and then went to have lunch.,,373609,14,maze,VP,"['The', 'dressmaker', 'cut', 'the', 'material', 'with', 'the', 'scissors', 'and', 'then', 'went', 'to', 'have', 'lunch.']",
957,1,,,,0.0-9.0,,,,,,,374614,15,html-button-response,,,
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2821, 1610, 876, 1170, 1329, 682, 1254, 1553, 760, 1215, 1281, 919, 1241, 754, 958, 767, 1106]","['x-x-x', 'rumors', 'nice', 'hall', 'courses', 'mark', 'cops', 'worst', 'meet', 'gigs.', 'x-x-x', 'else', 'memories', 'send', 'info', 'gain', 'resign.']",0.0-10.0-0.0,11,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",,"[2821, 1610, 876, 1170, 1329, 682, 1254, 1553, 760, 1215, 1281, 919, 1241, 754, 958, 767, 1106]",A monkey had been trained to eat using a fork. It was supposed to eat a banana.,,394915,16,maze,setup,"['A', 'monkey', 'had', 'been', 'trained', 'to', 'eat', 'using', 'a', 'fork.', 'It', 'was', 'supposed', 'to', 'eat', 'a', 'banana.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1207, 564, 1536, 675, 1208, 886, 756, 632, 1471, 1402, 2331, 1761, 747, 1084, 1488, 1054, 2159]","['x-x-x', 'mid', 'worry', 'kid', 'misses', 'goals', 'mind', 'step', 'faking', 'else', 'am', 'vote', 'deal', 'deals', 'risk', 'jobs', 'opinion.']",0.0-10.0-0.1,11,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",,"[1207, 564, 1536, 675, 1208, 886, 756, 632, 1471, 1402, 2331, 1761, 747, 1084, 1488, 1054, 2159]",It was given a banana which had a bruise on it and a banana that was perfect.,,415880,17,maze,2-context,"['It', 'was', 'given', 'a', 'banana', 'which', 'had', 'a', 'bruise', 'on', 'it', 'and', 'a', 'banana', 'that', 'was', 'perfect.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1126, 1251, 1019, 562, 823, 1451, 813, 1307, 1382, 1583, 2726, 1758]","['x-x-x', 'deploy', 'ease', 'gain', 'trends', 'risk', 'hall', 'squads', 'jobs', 'rule', 'governance', 'attorney.']",0.0-10.0-0.2,11,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",,"[1126, 1251, 1019, 562, 823, 1451, 813, 1307, 1382, 1583, 2726, 1758]",The monkey ate the banana with the fork much to everyone’s surprise.,,431687,18,maze,VP,"['The', 'monkey', 'ate', 'the', 'banana', 'with', 'the', 'fork', 'much', 'to', 'everyone’s', 'surprise.']",
957,1,,,,0.0-11.0,,,,,,,432704,19,html-button-response,,,
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2322, 2535, 797, 1655, 954, 814, 1134, 1185, 648, 1466, 700, 1644, 1006, 846, 1167, 904, 1110, 708, 1201]","['x-x-x', 'reactions', 'wind', 'billion', 'ice', 'went', 'causes', 'require', 'came', 'led', 'them', 'grandchild.', 'x-x-x', 'body', 'coast', 'heat', 'brain', 'foot', 'aware.']",0.0-12.0-0.0,31,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",,"[2322, 2535, 797, 1655, 954, 814, 1134, 1185, 648, 1466, 700, 1644, 1006, 846, 1167, 904, 1110, 708, 1201]",A detective was sitting at a window holding a set of binoculars. He’d been asked to watch a woman.,,455505,20,maze,setup,"['A', 'detective', 'was', 'sitting', 'at', 'a', 'window', 'holding', 'a', 'set', 'of', 'binoculars.', 'He’d', 'been', 'asked', 'to', 'watch', 'a', 'woman.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[867, 1805, 1006, 990, 1100, 1161, 1006, 1065, 2459, 826, 1988, 4277, 891, 1553, 1098, 823, 1102, 1388, 623, 1860]","['x-x-x', 'kept', 'gave', 'slow', 'true', 'million', 'park', 'march', 'bus', 'cell', 'apart', 'factors', 'site', 'insiders', 'wind', 'cost', 'costs', 'airport', 'year', 'honours.']",0.0-12.0-0.1,31,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",,"[867, 1805, 1006, 990, 1100, 1161, 1006, 1065, 2459, 826, 1162, 3495, 891, 1553, 1098, 823, 1102, 1388, 623, 1860]",In the room he was looking into there was a woman holding a revolver and a man holding a grenade.,,483418,21,maze,1-context,"['In', 'the', 'room', 'he', 'was', 'looking', 'into', 'there', 'was', 'a', 'woman', 'holding', 'a', 'revolver', 'and', 'a', 'man', 'holding', 'a', 'grenade.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[1010, 1721, 1439, 886, 689, 955, 705, 1287, 791, 1377, 2567, 1112, 3126, 2105]","['x-x-x', 'preparing', 'poverty', 'heat', 'meant', 'wood', 'year', 'reelection', 'poor', 'firm', 'size', 'cost', 'wants', 'land.']",0.0-12.0-0.2,31,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",,"[1010, 1721, 1439, 886, 689, 955, 705, 1287, 791, 1377, 2060, 1112, 3126, 2105]",The detective watched the woman with the revolver and then made a phone call.,,503198,22,maze,NP,"['The', 'detective', 'watched', 'the', 'woman', 'with', 'the', 'revolver', 'and', 'then', 'made', 'a', 'phone', 'call.']",
957,1,,,,0.0-13.0,,,,,,,504217,23,html-button-response,,,
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[4443, 820, 925, 2045, 564, 935, 856, 883, 2138, 876, 659, 1432, 1395, 929, 1954, 842, 1059, 816, 660]","['x-x-x', 'rest', 'ice', 'regulators', 'pull', 'runs', 'slow', 'code', 'race', 'case', 'road', 'along', 'sells.', 'x-x-x', 'holiday', 'bus', 'chips', 'walk', 'hire.']",0.0-14.0-0.0,32,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",,"[4443, 820, 925, 2045, 564, 935, 856, 883, 2138, 876, 659, 1432, 1395, 929, 1954, 842, 1059, 816, 660]",A man was decorating a room and had with him a large brush. He’d decided to paint a door.,,528453,24,maze,setup,"['A', 'man', 'was', 'decorating', 'a', 'room', 'and', 'had', 'with', 'him', 'a', 'large', 'brush.', 'He’d', 'decided', 'to', 'paint', 'a', 'door.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[599, 820, 1230, 2090, 907, 1074, 807, 1082, 1545, 832, 1121, 975, 1188, 920, 820, 818, 1406, 1375, 1318, 733]","['x-x-x', 'able', 'gave', 'proud', 'son', 'took', 'asks', 'terms', 'job', 'dog', 'knows', 'kings', 'days', 'talk', 'drug', 'army', 'agency', 'peace', 'election', 'aware.']",0.0-14.0-0.1,32,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",,"[599, 820, 1230, 2090, 907, 1074, 807, 1082, 1545, 832, 1121, 975, 1188, 920, 820, 818, 1406, 1375, 1318, 733]",In the room there was a door which had a large crack in it and a window which wouldn't close.,,550121,25,maze,1-context,"['In', 'the', 'room', 'there', 'was', 'a', 'door', 'which', 'had', 'a', 'large', 'crack', 'in', 'it', 'and', 'a', 'window', 'which', ""wouldn't"", 'close.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1065, 1147, 903, 600, 850, 724, 875, 1458, 831, 1239, 929, 862, 1135, 821, 1259, 1081]","['x-x-x', 'seen', 'weekend', 'tree', 'firms', 'bit', 'suck', 'fair', 'may', 'alone', 'forth', 'walk', 'code', 'won', 'ranked', 'union.']",0.0-14.0-0.2,32,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",,"[1065, 1147, 903, 600, 850, 724, 875, 1458, 831, 1239, 929, 862, 1135, 821, 1259, 1081]",The man decided to paint the door with the large brush and do the window later.,,565905,26,maze,VP,"['The', 'man', 'decided', 'to', 'paint', 'the', 'door', 'with', 'the', 'large', 'brush', 'and', 'do', 'the', 'window', 'later.']",
957,1,,,,0.0-15.0,,,,,,,566914,27,html-button-response,,,
957,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3369, 2448, 1732, 1101, 1010, 782, 2214, 585, 1157, 907, 915, 1515, 676, 2287, 687, 1137, 1351, 1060]","['x-x-x', 'mergers', 'aspects', 'nice', 'glad', 'adds', 'medicinal', 'know', 'kings.', 'x-x-x', 'lot', 'memories', 'lose', 'except', 'guy', 'denote', 'ones', 'celebrate.']",0.0-16.0-0.0,3,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",,"[3369, 2448, 927, 1101, 1010, 782, 2214, 585, 1157, 907, 915, 1515, 676, 2287, 687, 1137, 1351, 1060]",A convict escaped from his cell clutching a knife. He was prepared to attack a warden if necessary.,,591857,28,maze,setup,"['A', 'convict', 'escaped', 'from', 'his', 'cell', 'clutching', 'a', 'knife.', 'He', 'was', 'prepared', 'to', 'attack', 'a', 'warden', 'if', 'necessary.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[713, 1524, 1301, 1560, 1269, 1121, 1506, 787, 1290, 608, 1180, 720, 982, 1617, 1622, 607, 1596, 2604]","['x-x-x', 'profile', 'dad', 'pre', 'am', 'waived', 'sources', 'oh', 'hates', 'us', 'owns', 'year', 'mean', 'optimism', 'eastern', 'vs', 'laws', 'canonized.']",0.0-16.0-0.1,3,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",,"[713, 1524, 1301, 1560, 1269, 1121, 1506, 787, 1290, 608, 1180, 720, 982, 1617, 1622, 607, 1596, 2604]",Once outside he saw a warden holding a bunch of keys and a warden holding a long truncheon.,,614468,29,maze,2-context,"['Once', 'outside', 'he', 'saw', 'a', 'warden', 'holding', 'a', 'bunch', 'of', 'keys', 'and', 'a', 'warden', 'holding', 'a', 'long', 'truncheon.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[836, 926, 1543, 1088, 696, 748, 722, 737, 626, 1098, 942, 1063, 1071]","['x-x-x', 'waivers', 'vacation', 'amicus', 'fund', 'done', 'loaned', 'miss', 'ago', 'meets', 'wonder', 'website', 'app.']",0.0-16.0-0.2,3,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]",,"[836, 926, 1543, 1088, 696, 748, 722, 737, 626, 1098, 942, 1063, 1071]",The convict suddenly lunged at the warden with the keys before running off.,,626570,30,maze,NP,"['The', 'convict', 'suddenly', 'lunged', 'at', 'the', 'warden', 'with', 'the', 'keys', 'before', 'running', 'off.']",
957,1,,,,0.0-17.0,,,,,,,627572,31,html-button-response,,,
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2387, 1991, 1056, 1388, 789, 732, 758, 1293, 535, 4585, 1604, 1716, 1244, 1229, 2239, 897, 790, 511, 730]","['x-x-x', 'habitats', 'finals', 'god', 'cent', 'soul', 'sir', 'churches', 'yeah', 'expand', 'rarity.', 'x-x-x', 'amazing', 'mess', 'sale', 'app', 'senate', 'pre', 'dams.']",0.0-18.0-0.0,2,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",,"[2387, 1991, 1056, 1388, 789, 732, 758, 1293, 535, 3882, 1604, 1716, 1244, 1229, 2239, 897, 790, 511, 730]",A mechanic walked up to a car carrying a monkey wrench. He thought he’d have to change a tyre.,,654063,32,maze,setup,"['A', 'mechanic', 'walked', 'up', 'to', 'a', 'car', 'carrying', 'a', 'monkey', 'wrench.', 'He', 'thought', 'he’d', 'have', 'to', 'change', 'a', 'tyre.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[723, 1856, 1037, 620, 701, 1203, 939, 1165, 551, 551, 861, 871, 931, 679, 1378, 1344, 911, 1006, 706, 1508, 851, 992, 951, 868, 842, 854]","['x-x-x', 'motivated', 'hour', 'whom', 'al', 'queen', 'jack', 'agree', 'glad', 'app', 'airs', 'games', 'pre', 'sir', 'trolls', 'hates', 'hear', 'lord', 'rite', 'happy', 'page', 'cent', 'wrote', 'dawn', 'god', 'knew.']",0.0-18.0-0.1,2,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",,"[723, 1856, 1037, 620, 701, 1203, 939, 1165, 551, 551, 861, 871, 931, 679, 1378, 1344, 911, 1006, 706, 1508, 851, 992, 951, 868, 842, 854]",On examining the car he found that there was a tyre which had a faulty valve and a tyre which had a small hole in it.,,678967,33,maze,2-context,"['On', 'examining', 'the', 'car', 'he', 'found', 'that', 'there', 'was', 'a', 'tyre', 'which', 'had', 'a', 'faulty', 'valve', 'and', 'a', 'tyre', 'which', 'had', 'a', 'small', 'hole', 'in', 'it.']",
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1360, 1305, 968, 1017, 732, 1017, 763, 1144, 849, 1088, 2450, 1190, 848, 937, 711]","['x-x-x', 'marketed', 'seconds', 'miss', 'oaks', 'sick', 'died', 'preach', 'uphold', 'eat', 'fund', 'hate', 'hall', 'hear', 'born.']",0.0-18.0-0.2,2,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]",,"[1360, 1305, 968, 1017, 732, 1017, 763, 1144, 849, 1088, 2450, 1190, 848, 937, 711]",The mechanic changed the tyre with the monkey wrench but it took a long time.,,695348,34,maze,VP,"['The', 'mechanic', 'changed', 'the', 'tyre', 'with', 'the', 'monkey', 'wrench', 'but', 'it', 'took', 'a', 'long', 'time.']",
957,1,,,,0.0-19.0,,,,,,,696353,35,html-button-response,,,
957,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1564, 1920, 1320, 666, 1656, 1486, 1029, 1851, 631, 2155, 811, 1127, 1043, 722, 876, 520, 797]","['x-x-x', 'photos', 'hottest', 'luck', 'defenses', 'know', 'aliens', 'omissions', 'wish', 'elect.', 'x-x-x', 'body', 'coast', 'link', 'cubs', 'ring', 'courts.']",0.0-20.0-0.0,8,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",,"[1564, 1920, 1320, 666, 1656, 1486, 1029, 1851, 631, 2155, 811, 1127, 1043, 722, 876, 520, 797]",A window cleaner was climbing his ladder clutching a cloth. He’d been asked to wipe a window.,,716536,36,maze,setup,"['A', 'window', 'cleaner', 'was', 'climbing', 'his', 'ladder', 'clutching', 'a', 'cloth.', 'He’d', 'been', 'asked', 'to', 'wipe', 'a', 'window.']",
